trade_date,ticker,side,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,pnl_pct_gross,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,position_size_rs,pnl_rs
2025-11-24,APOLLO,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-24 10:00:00+05:30,2025-11-24 10:15:00+05:30,264.4471,266.43045324999997,261.2737348,2025-11-24 10:30:00+05:30,262.8863,BE,0.46091518811294285,0.5902125604704956,50.99495732426698,16.01423487384909,6.785464709992944,1.3106210024284124,4.352548631761172,0.006955490254225837,0.8393586754249722,50000,230.45759405647144
2025-11-24,BAJAJCON,SHORT,B_HUGE_RED_FAILED_BOUNCE,HUGE,2025-11-24 10:00:00+05:30,2025-11-24 11:30:00+05:30,257.49849,259.42972867500004,254.40850812,2025-11-24 11:45:00+05:30,256.768,BE,0.15399104565960614,0.28368710045640716,45.036659816039084,16.37630661861124,13.863320732200762,1.7724268993979124,5.542412100507729,0.006614526998918369,0.8857246046352208,50000,76.99552282980306
2025-11-24,CERA,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-24 10:45:00+05:30,2025-11-24 11:00:00+05:30,5449.9098,5490.7841235000005,5384.5108824,2025-11-24 11:15:00+05:30,5436.259999999999,BE,0.1207199183981661,0.2504591910860809,53.606261915162186,5.141388174770185,2.41445249597422,2.0919877370167166,4.984258181181688,0.004327615555846536,0.96,50000,60.35995919908305
2025-11-24,DEEPAKNTR,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-24 11:15:00+05:30,2025-11-24 11:30:00+05:30,1662.76738,1675.23813535,1642.8141714399999,2025-11-24 11:45:00+05:30,1643.917,BE,1.0050845969452442,1.1336751145551152,54.41820845354677,7.299270072744079,3.218957484028845,2.5058653238348825,4.7229781607684735,0.002876203068522328,0.96,50000,502.5422984726221
2025-11-24,NCC,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-24 11:00:00+05:30,2025-11-24 11:15:00+05:30,173.7,175.00275,171.6156,2025-11-24 13:45:00+05:30,172.91719999999998,BE,0.3211831822647166,0.4506620610247604,61.31376859872869,18.346253223336987,7.606372122501029,1.9137730560554278,3.399985662296843,0.0034939451984972157,0.9449102848096997,50000,160.59159113235827
2025-11-24,NHPC,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-24 11:15:00+05:30,2025-11-24 11:30:00+05:30,77.35000000000001,77.93012500000002,76.4218,2025-11-24 12:00:00+05:30,77.15075999999999,BE,0.12785240972138576,0.25758241758244005,59.154205153326636,10.526315781716974,8.609305953947784,1.9264604859438563,3.571623661912234,0.0036875875802050294,0.9471305850401748,50000,63.92620486069288
2025-11-24,PATELENG,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-24 10:00:00+05:30,2025-11-24 10:15:00+05:30,32.410000000000004,32.65307500000001,32.021080000000005,2025-11-24 10:30:00+05:30,32.18627,BE,0.5611444537449379,0.6903116322122903,60.15617466770391,6.666666656296499,4.403327596098955,1.651247854642892,5.285453523126995,0.003605504990546527,0.8989683745625061,50000,280.57222687246895
2025-11-24,PREMEXPLN,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-24 10:00:00+05:30,2025-11-24 10:15:00+05:30,538.3923,542.43024225,531.9315924,2025-11-24 10:30:00+05:30,532.24195,BE,1.013775519201775,1.1423547476440512,44.78178150971782,8.314087759277399,5.074293228139101,1.9221737810843005,5.187276253635493,0.005752458712191499,0.8681071343355198,50000,506.88775960088753
2025-11-24,RITCO,SHORT,A_MOD_BREAK_C1_LOW,MODERATE,2025-11-24 10:30:00+05:30,2025-11-24 10:45:00+05:30,265.29693000000003,267.286656975,262.11336684,2025-11-24 11:00:00+05:30,264.59139999999996,BE,0.13622061497464583,0.2659397528648624,47.80028141699935,24.411764703871924,7.004734461305989,1.1295938395193952,3.653459028909585,0.006519167697187991,0.7746831431708843,50000,68.11030748732291
2025-11-24,TCIEXP,SHORT,B_HUGE_RED_FAILED_BOUNCE,HUGE,2025-11-24 11:15:00+05:30,2025-11-24 13:00:00+05:30,595.78082,600.24917615,588.63145016,2025-11-24 14:00:00+05:30,592.7729999999999,BE,0.3754450512191026,0.5048534459367185,48.9375732902476,14.983713353682589,16.38323597763948,1.4656336648513102,2.6818157198491637,0.004502473691079281,0.8905494907026932,50000,187.7225256095513
