trade_date,ticker,setup,impulse_type,signal_time_ist,entry_time_ist,entry_price,sl_price,target_price,exit_time_ist,exit_price,outcome,pnl_pct,adx_signal,rsi_signal,stochk_signal,avwap_dist_atr_signal,ema20_gap_atr_signal,atr_pct_signal,quality_score,side,position_size_rs,pnl_rs
2025-09-04,ZUARI,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-04 10:15:00+05:30,2025-09-04 10:30:00+05:30,312.03758000000005,315.1579558,308.91720420000007,2025-09-04 10:45:00+05:30,308.91720420000007,TARGET,0.9999999999999923,42.80166082976173,34.595162985311575,19.519179177206166,1.1434403968064208,2.3939559381139106,0.015737338232944546,0.7021269818875495,SHORT,50000,499.9999999999962
2025-09-05,ACE,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-05 11:00:00+05:30,2025-09-05 11:15:00+05:30,1050.18992,1060.6918192,1039.6880208,2025-09-05 12:15:00+05:30,1050.294938992,BE,-0.009999999999994395,29.016747663578663,23.49514563042932,4.649110167611911,1.9130059837700226,2.9993602575928153,0.006288923336324853,0.630027262113434,SHORT,50000,-4.999999999997198
2025-09-05,JLHL,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-05 11:00:00+05:30,2025-09-05 11:15:00+05:30,1426.2147,1440.476847,1411.952553,2025-09-05 14:30:00+05:30,1430.3,EOD,-0.28644354878686645,34.43709079740051,25.414364639901507,15.829528158295181,1.1907924222994146,1.9055006700650907,0.004236142406489394,0.5802200693666597,SHORT,50000,-143.22177439343324
2025-09-05,UPL,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-05 11:00:00+05:30,2025-09-05 11:15:00+05:30,692.41149,699.3356048999999,685.4873751,2025-09-05 12:15:00+05:30,685.4873751,TARGET,0.9999999999999928,39.748596043073896,28.1306715049228,21.244975476638608,1.1998350473504664,2.423704196458743,0.0049227311621769295,0.6662000739324401,SHORT,50000,499.99999999999636
2025-09-08,APOLLOHOSP,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 10:45:00+05:30,2025-09-08 11:00:00+05:30,7765.9465,7843.605965,7688.287035,2025-09-08 14:30:00+05:30,7800.0,EOD,-0.4384977413892818,39.35455197720549,31.93069306908562,19.475655430711587,1.3198463915170862,2.346119237646709,0.0033010887156098277,0.6812913981735724,SHORT,50000,-219.2488706946409
2025-09-08,ELGIEQUIP,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 10:15:00+05:30,2025-09-08 10:30:00+05:30,474.4051,479.149151,469.661049,2025-09-08 14:30:00+05:30,474.2,EOD,0.04323309340477491,31.364059050821684,46.36871508017224,45.9119496855346,0.8439115672667592,1.222591380724402,0.005283757338551837,0.4392749790702282,SHORT,50000,21.616546702387453
2025-09-08,ERIS,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 11:00:00+05:30,2025-09-08 11:15:00+05:30,1707.95834,1725.0379234,1690.8787565999999,2025-09-08 11:30:00+05:30,1708.129135834,BE,-0.01000000000000269,52.99856896284895,27.32447817764239,36.88888888888908,1.1381237741626822,1.997722655616289,0.005702087841394252,0.809057793259284,SHORT,50000,-5.000000000001346
2025-09-08,FACT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 10:45:00+05:30,2025-09-08 11:00:00+05:30,987.55245,997.4279745,977.6769255,2025-09-08 13:45:00+05:30,977.6769255,TARGET,0.9999999999999983,27.231585016198736,30.255164032992468,43.75894353816585,0.3520351782363968,1.6866149182285755,0.006580612503163764,0.31441067734577927,SHORT,50000,499.99999999999915
2025-09-08,GRINFRA,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 10:15:00+05:30,2025-09-08 10:30:00+05:30,1269.8459799999998,1282.5444397999997,1257.1475202,2025-09-08 11:00:00+05:30,1282.5444397999997,SL,-0.9999999999999931,26.003751029855596,8.943089430385484,9.699697256424162,1.6127196732212432,3.753625093449542,0.0031471282454760157,0.5322822082615515,SHORT,50000,-499.99999999999653
2025-09-08,PARADEEP,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 10:30:00+05:30,2025-09-08 10:45:00+05:30,193.25,195.1825,191.3175,2025-09-08 11:00:00+05:30,191.3175,TARGET,1.0000000000000022,35.09057298588185,9.269162209182042,4.312768082730955,1.9154976467146465,3.800092284715077,0.008282910271546621,0.7215706829632909,SHORT,50000,500.00000000000114
2025-09-08,PUNJABCHEM,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 10:45:00+05:30,2025-09-08 11:00:00+05:30,1096.7806,1107.7484060000002,1085.812794,2025-09-08 12:00:00+05:30,1096.8902780600001,BE,-0.010000000000007147,34.816934622332205,35.24590163853533,20.11735521419715,1.8446985942856031,3.0648108947886255,0.006947519208230271,0.7050762733349636,SHORT,50000,-5.000000000003573
2025-09-08,SHK,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-08 11:00:00+05:30,2025-09-08 11:15:00+05:30,254.99899000000002,257.5489799,252.4490001,2025-09-08 13:45:00+05:30,255.02448989900003,BE,-0.010000000000004068,33.61727255193017,23.344103389929018,13.917931380707634,1.6249587139219905,3.4354528442269046,0.0075859291084855,0.6486268632153009,SHORT,50000,-5.000000000002034
2025-09-09,AGI,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-09 11:00:00+05:30,2025-09-09 11:15:00+05:30,854.17913,862.7209213,845.6373387,2025-09-09 14:30:00+05:30,851.65,EOD,0.2960889479938487,32.93742831399578,30.80724876299412,14.800267973255151,1.2918283785469677,1.8745669442468678,0.00484077285154127,0.5738597381679995,SHORT,50000,148.04447399692438
2025-09-09,BAJAJCON,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-09 10:15:00+05:30,2025-09-09 10:30:00+05:30,220.23,222.4323,218.02769999999998,2025-09-09 12:15:00+05:30,222.4323,SL,-1.0000000000000036,38.86562940523602,20.49306625135749,16.27461341108606,1.2148114929734264,3.1585421990114564,0.005090930301891161,0.6555764523488898,SHORT,50000,-500.00000000000176
2025-09-09,GSFC,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-09 10:15:00+05:30,2025-09-09 10:30:00+05:30,204.06,206.10060000000001,202.0194,2025-09-09 14:30:00+05:30,204.39,EOD,-0.161717142017046,25.637423587467644,13.043478258979121,4.027268196074304,1.6834080542184646,4.132989851047269,0.005869595634531982,0.539157763300246,SHORT,50000,-80.85857100852301
2025-09-09,REPCOHOME,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-09 10:15:00+05:30,2025-09-09 10:30:00+05:30,354.02918,357.5694718,350.4888882,2025-09-09 14:30:00+05:30,354.0,EOD,0.008242258448864767,26.106388090078404,26.388888883758028,20.312500000000536,1.902564683569611,2.6482852376076798,0.002914834388994205,0.5845446409758579,SHORT,50000,4.121129224432384
2025-09-09,VOLTAMP,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-09 11:00:00+05:30,2025-09-09 11:15:00+05:30,7499.9997,7574.999697,7424.999703,2025-09-09 12:45:00+05:30,7574.999697,SL,-0.9999999999999984,55.15831090603982,15.307262569784513,5.741626794258383,1.7343548500287285,4.283789672651379,0.0054893827536342185,0.9135120987550274,SHORT,50000,-499.9999999999992
2025-09-10,PGHL,A_PULLBACK_C2_THEN_BREAK_C2_LOW,MODERATE,2025-09-10 10:45:00+05:30,2025-09-10 11:15:00+05:30,6368.726,6432.413259999999,6305.03874,2025-09-10 12:30:00+05:30,6369.3628726,BE,-0.010000000000000953,32.29064613437914,22.192513368817814,7.459389213775168,1.7087294150155135,2.433784172715871,0.005202143641949011,0.643387339643402,SHORT,50000,-5.000000000000477
2025-09-10,RALLIS,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-10 11:15:00+05:30,2025-09-10 11:30:00+05:30,341.18175,344.5935675,337.76993250000004,2025-09-10 12:30:00+05:30,337.76993250000004,TARGET,0.9999999999999951,42.843362651535465,16.35220125642192,7.1621457169629865,1.187242298710968,2.8393569871407043,0.0076239280485254106,0.7104178420474514,SHORT,50000,499.99999999999756
2025-09-10,SRHHYPOLTD,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-10 13:15:00+05:30,2025-09-10 13:30:00+05:30,615.3769,621.530669,609.223131,2025-09-10 14:30:00+05:30,615.0,EOD,0.061247017884483126,46.544236715742805,28.320312498451216,26.904761904762324,2.35204628775218,2.2825564324755203,0.004102355808285936,0.9081635507361421,SHORT,50000,30.623508942241564
2025-09-11,ANGELONE,B_HUGE_RED_FAILED_BOUNCE,HUGE,2025-09-11 10:15:00+05:30,2025-09-11 13:00:00+05:30,2308.5382,2331.623582,2285.4528179999998,2025-09-11 13:15:00+05:30,2285.4528179999998,TARGET,1.000000000000009,31.032473926204403,37.13826366475891,38.43494688778941,0.6895467305318853,1.254854302173587,0.005208011374173194,0.44890050184482533,SHORT,50000,500.00000000000455
2025-09-11,AURIONPRO,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-11 11:00:00+05:30,2025-09-11 11:15:00+05:30,1254.5490399999999,1267.0945304,1242.0035495999998,2025-09-11 13:00:00+05:30,1242.0035495999998,TARGET,1.000000000000005,26.967476505728143,29.459459458344583,15.763491904299846,1.5622345107261473,1.9450910447521537,0.004058700305114087,0.5351577392006056,SHORT,50000,500.0000000000025
2025-09-11,CROMPTON,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-11 13:00:00+05:30,2025-09-11 13:15:00+05:30,315.28693000000004,318.43979930000006,312.1340607,2025-09-11 14:30:00+05:30,315.0,EOD,0.09100599254147348,27.789655270637496,15.384615380933965,6.4917976760078995,2.2569912514781336,2.726546957123264,0.003090822634331902,0.6268448290595625,SHORT,50000,45.50299627073674
2025-09-11,ENDURANCE,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-11 11:00:00+05:30,2025-09-11 11:15:00+05:30,2957.2084400000003,2986.7805244000006,2927.6363556,2025-09-11 13:00:00+05:30,2927.6363556,TARGET,1.0000000000000073,25.57075863357333,25.241016651749973,6.863748447262405,1.7711952186852546,2.1252616943005784,0.006155888030888028,0.5535205427735195,SHORT,50000,500.00000000000364
2025-09-11,MINDACORP,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-11 13:00:00+05:30,2025-09-11 13:15:00+05:30,504.59906,509.6450506,499.5530694,2025-09-11 14:30:00+05:30,507.5,EOD,-0.5749000008045975,41.95351002893283,29.081632648906663,22.557399027987703,1.6154701867675998,2.0280338704664627,0.0031676895664224953,0.7720099331183223,SHORT,50000,-287.4500004022987
2025-09-11,PRECAM,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-11 13:00:00+05:30,2025-09-11 13:15:00+05:30,217.56,219.7356,215.3844,2025-09-11 13:30:00+05:30,217.581756,BE,-0.010000000000004847,36.66722653346963,17.11822659950964,3.5963095603778883,2.362149095202339,2.7382139801956398,0.012407703183912842,0.7600083980020444,SHORT,50000,-5.000000000002424
2025-09-11,WHIRLPOOL,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-11 13:00:00+05:30,2025-09-11 13:15:00+05:30,1343.93116,1357.3704716000002,1330.4918484,2025-09-11 14:30:00+05:30,1336.3,EOD,0.5678237269236421,27.252353702638533,28.925619834041385,9.423688394276743,2.9403908055188563,2.443518860016899,0.00469750209662523,0.618785305539578,SHORT,50000,283.91186346182104
2025-09-12,CAPITALSFB,A_PULLBACK_C2_THEN_BREAK_C2_LOW,MODERATE,2025-09-12 13:00:00+05:30,2025-09-12 13:30:00+05:30,292.04158,294.9619958,289.1211642,2025-09-12 14:30:00+05:30,292.2,EOD,-0.05424570021843405,36.58459040055274,40.727272723126184,34.10794602698662,0.8354926567896809,0.9911867935628107,0.0050129603364796925,0.5045394106246257,SHORT,50000,-27.122850109217023
2025-09-12,KOTHARIPET,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-12 10:30:00+05:30,2025-09-12 10:45:00+05:30,158.2,159.78199999999998,156.618,2025-09-12 11:30:00+05:30,158.21581999999998,BE,-0.009999999999994211,29.980176105431667,31.325301197271216,22.116747181964694,1.3956338252823317,2.289859956108793,0.005170686807980729,0.5539385610058831,SHORT,50000,-4.999999999997105
2025-09-12,METROPOLIS,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-12 10:30:00+05:30,2025-09-12 10:45:00+05:30,2091.5816,2112.497416,2070.665784,2025-09-12 12:15:00+05:30,2091.7907581599998,BE,-0.009999999999989866,33.61208451461906,10.434782608377574,19.214876033058207,0.9552244355167965,3.3024647336735735,0.00381043430756622,0.5313455439347252,SHORT,50000,-4.999999999994933
2025-09-12,ORIENTHOT,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-12 11:00:00+05:30,2025-09-12 11:15:00+05:30,142.33999999999997,143.7634,140.91659999999996,2025-09-12 13:45:00+05:30,142.35423399999996,BE,-0.009999999999991323,41.2446199275729,28.809788649573576,17.55003450655622,1.7748516829970267,3.153659228161114,0.006797226932067883,0.7892683434380732,SHORT,50000,-4.999999999995661
2025-09-12,OSWALGREEN,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-12 10:30:00+05:30,2025-09-12 10:45:00+05:30,40.050000000000004,40.450500000000005,39.6495,2025-09-12 11:30:00+05:30,40.054005000000004,BE,-0.009999999999998425,27.15595089353952,34.21052625277049,35.185185185184814,1.2894942871523316,1.910125107942507,0.0036862912704348763,0.48850701905187616,SHORT,50000,-4.999999999999213
2025-09-12,SRHHYPOLTD,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-12 13:15:00+05:30,2025-09-12 13:30:00+05:30,607.07856,613.1493456000001,601.0077744,2025-09-12 14:00:00+05:30,607.1392678560001,BE,-0.010000000000003593,27.43515193973846,33.333333330628236,13.715913715913723,1.4962259244919516,1.8965206192736872,0.003786008230452694,0.5281928468458528,SHORT,50000,-5.000000000001797
2025-09-15,JBCHEPHARM,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-15 11:15:00+05:30,2025-09-15 11:30:00+05:30,1673.2652799999998,1689.9979328,1656.5326271999998,2025-09-15 13:15:00+05:30,1689.9979328,SL,-1.000000000000006,35.000703777859556,12.760416666201138,8.390867099600053,1.5969069008923449,2.618698047927258,0.003814416274842806,0.6644692643240537,SHORT,50000,-500.00000000000296
2025-09-15,KRBL,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-15 11:00:00+05:30,2025-09-15 11:15:00+05:30,395.62086,399.5770686,391.66465139999997,2025-09-15 11:30:00+05:30,395.660422086,BE,-0.009999999999997334,49.55704844117253,14.482200646921086,23.85398981324276,0.7796005909571381,3.4577225530497047,0.018860454234603877,0.739785830035087,SHORT,50000,-4.999999999998667
2025-09-16,SPIC,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-16 10:30:00+05:30,2025-09-16 10:45:00+05:30,104.86,105.9086,103.81139999999999,2025-09-16 14:30:00+05:30,105.16,EOD,-0.2860957467098962,28.82404582663947,27.529411755637156,40.45803050077628,0.6552887942169212,1.9876988615689186,0.006415576993727289,0.40642116946599915,SHORT,50000,-143.04787335494808
2025-09-17,BRITANNIA,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-17 10:00:00+05:30,2025-09-17 10:15:00+05:30,6079.2839,6140.076739,6018.491061000001,2025-09-17 13:30:00+05:30,6079.89182839,BE,-0.009999999999997861,31.147348452990578,21.689497716756335,9.73169048460672,1.487804728380651,3.9430451572901823,0.003966949908455002,0.5875760542614725,SHORT,50000,-4.999999999998931
2025-09-19,BAJAJHLDNG,A_PULLBACK_C2_THEN_BREAK_C2_LOW,MODERATE,2025-09-19 10:30:00+05:30,2025-09-19 11:00:00+05:30,13277.344,13410.11744,13144.570559999998,2025-09-19 14:30:00+05:30,13203.0,EOD,0.5599312633610996,41.383917723385565,20.63037249275392,9.116379494094723,1.810482845921999,3.1860609245044946,0.004066265060240964,0.7975932638871333,SHORT,50000,279.9656316805498
2025-09-19,GOODLUCK,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-19 11:15:00+05:30,2025-09-19 11:30:00+05:30,1079.784,1090.58184,1068.9861600000002,2025-09-19 14:15:00+05:30,1068.9861600000002,TARGET,0.9999999999999953,28.41645361053751,35.89743589600411,45.76923076923083,0.31876889314564705,1.259513836927879,0.005077954536438333,0.30500705230494485,SHORT,50000,499.99999999999767
2025-09-22,GRANULES,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-22 13:00:00+05:30,2025-09-22 13:15:00+05:30,529.894,535.19294,524.59506,2025-09-22 13:45:00+05:30,524.59506,TARGET,1.0000000000000029,37.052307584649476,15.012722645240984,7.364341085271402,2.3337363961880406,1.928351821051484,0.005704856199905708,0.7622022048223163,SHORT,50000,500.0000000000015
2025-09-22,GUJGASLTD,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-22 10:15:00+05:30,2025-09-22 10:30:00+05:30,434.31311999999997,438.6562512,429.96998879999995,2025-09-22 14:30:00+05:30,430.1,EOD,0.9700650995760723,34.82906266369655,33.836858003179856,45.30938123752478,0.7132327604150513,1.9344675681353776,0.004948216340621398,0.5039750514348511,SHORT,50000,485.0325497880362
2025-09-22,HONDAPOWER,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-22 10:45:00+05:30,2025-09-22 11:00:00+05:30,2859.52798,2888.1232597999997,2830.9327002,2025-09-22 14:30:00+05:30,2857.3,EOD,0.07791425772304075,28.2692758623192,23.89127324701778,17.64246682279469,1.1474754975140478,2.046836089306426,0.004092691087971636,0.4848473499997464,SHORT,50000,38.957128861520374
2025-09-22,KPITTECH,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-22 10:45:00+05:30,2025-09-22 11:00:00+05:30,1256.94856,1269.5180456,1244.3790744,2025-09-22 11:30:00+05:30,1257.074254856,BE,-0.0099999999999906,34.572103137235246,22.06477732731031,26.108374384236672,0.6140474271044125,2.658476218678955,0.005914503886186999,0.48603984680180085,SHORT,50000,-4.9999999999953
2025-09-22,KSCL,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-22 11:15:00+05:30,2025-09-22 11:30:00+05:30,1165.3668799999998,1177.0205488,1153.7132111999997,2025-09-22 14:30:00+05:30,1155.0,EOD,0.8895807987952954,33.56047642171828,37.151702784767465,5.629752388380054,1.7608214353033844,1.578271908351449,0.004328447758635512,0.6504644929214389,SHORT,50000,444.7903993976477
2025-09-22,LTIM,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-22 11:00:00+05:30,2025-09-22 11:15:00+05:30,5274.9448,5327.694248000001,5222.195352,2025-09-22 12:30:00+05:30,5327.694248000001,SL,-1.0000000000000093,39.85596373506048,17.410071942375893,33.33333333333332,0.5000781419566261,3.0331578991825627,0.008038672165506052,0.5453531308683168,SHORT,50000,-500.0000000000047
2025-09-22,NUVAMA,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-22 11:00:00+05:30,2025-09-22 11:15:00+05:30,1256.2487,1268.811187,1243.6862130000002,2025-09-22 14:30:00+05:30,1253.5,EOD,0.21880221647195328,36.68308919428798,4.687499999794923,2.4265644955300076,2.0984158941878883,3.5505669658348578,0.003581376840429765,0.7602463379143196,SHORT,50000,109.40110823597664
2025-09-22,RELAXO,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-22 10:45:00+05:30,2025-09-22 11:00:00+05:30,463.9072,468.546272,459.268128,2025-09-22 11:45:00+05:30,463.95359071999997,BE,-0.009999999999994975,49.32950300898776,24.154025670155974,20.290135396518394,1.1766366878852192,3.6110246107259876,0.008701996927803367,0.8058539655147297,SHORT,50000,-4.999999999997487
2025-09-22,SBICARD,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-22 10:45:00+05:30,2025-09-22 11:00:00+05:30,865.8767899999999,874.5355579,857.2180220999999,2025-09-22 14:30:00+05:30,867.1,EOD,-0.14126836683081762,37.46192686889674,37.959183672023336,40.931372549019656,1.083456410467082,2.151538407749734,0.004803097709672101,0.6115337748651903,SHORT,50000,-70.63418341540881
2025-09-22,THANGAMAYL,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-22 10:45:00+05:30,2025-09-22 11:00:00+05:30,2114.27706,2135.4198306,2093.1342894,2025-09-22 12:30:00+05:30,2093.1342894,TARGET,0.9999999999999976,31.69816812865365,35.67567567528985,3.584266142584724,1.6573727248967816,1.962150519084326,0.006660856994237595,0.6236202747409578,SHORT,50000,499.9999999999988
2025-09-23,DBL,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-23 11:00:00+05:30,2025-09-23 11:15:00+05:30,551.03977,556.5501677,545.5293723,2025-09-23 11:30:00+05:30,545.5293723,TARGET,0.9999999999999999,33.83121226777214,13.747645950310783,10.263157894736887,1.2450968551208605,2.625659966018072,0.007296432135405201,0.5853601336627325,SHORT,50000,499.99999999999994
2025-09-23,GOCOLORS,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-23 10:45:00+05:30,2025-09-23 11:00:00+05:30,718.45628,725.6408428,711.2717172,2025-09-23 14:00:00+05:30,711.2717172,TARGET,0.9999999999999972,25.94950472486031,30.05617977409902,19.348397421779598,1.086852349213169,2.2519691575915397,0.005576319033040427,0.43944173198520925,SHORT,50000,499.99999999999864
2025-09-23,IFCI,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-23 11:15:00+05:30,2025-09-23 11:30:00+05:30,57.150000000000006,57.721500000000006,56.578500000000005,2025-09-23 14:30:00+05:30,57.48,EOD,-0.5774278215222942,39.3144774156289,15.833333324097296,3.7900970051215648,1.8568599607949055,3.231034245056409,0.005506030414263237,0.774667654373542,SHORT,50000,-288.7139107611471
2025-09-23,INDHOTEL,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-23 10:15:00+05:30,2025-09-23 10:30:00+05:30,753.8492,761.387692,746.310708,2025-09-23 11:45:00+05:30,746.310708,TARGET,1.0000000000000027,33.739117395591876,9.596928982209391,3.223733250926612,1.8327780054314624,4.720050809829635,0.00401794587841102,0.686822911884384,SHORT,50000,500.0000000000013
2025-09-23,IRCON,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-23 11:15:00+05:30,2025-09-23 11:30:00+05:30,178.75,180.5375,176.9625,2025-09-23 12:15:00+05:30,178.767875,BE,-0.010000000000002035,45.30765651689166,27.526595739556186,6.202967999684294,1.9440176755812277,2.8306082199422375,0.004957099717193665,0.8798179409800897,SHORT,50000,-5.000000000001017
2025-09-23,KEI,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-23 10:30:00+05:30,2025-09-23 10:45:00+05:30,4089.182,4130.07382,4048.29018,2025-09-23 11:00:00+05:30,4089.5909181999996,BE,-0.009999999999994843,35.40603275032004,6.352087114256875,21.161835543063884,0.9188378211120012,2.7095998574012023,0.005208296958480275,0.5518871099494007,SHORT,50000,-4.999999999997422
2025-09-23,KRN,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-23 11:15:00+05:30,2025-09-23 11:30:00+05:30,862.4774699999999,871.1022446999999,853.8526952999999,2025-09-23 12:00:00+05:30,862.5637177469999,BE,-0.010000000000001834,26.112946673138776,26.086956520226806,5.842203365062248,2.1604880770340777,2.3802652848239,0.00479997351738749,0.6016942000970815,SHORT,50000,-5.0000000000009175
2025-09-23,LAURUSLABS,A_MOD_BREAK_C1_LOW,MODERATE,2025-09-23 11:15:00+05:30,2025-09-23 11:30:00+05:30,892.02156,900.9417756,883.1013444,2025-09-23 12:00:00+05:30,900.9417756,SL,-1.0000000000000007,53.891567349157235,28.542510119839392,12.616787537746136,1.5272386027989415,2.6413628844799106,0.005043193089105757,0.8772667554898148,SHORT,50000,-500.00000000000034
